LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.7 on Thu Dec 26 20:32:42 +0330 2019
 500 atoms
 2 bonds
 0 angles
 0 dihedrals
 0 impropers
 2 atom types
 1 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.500000 0.500000  xlo xhi
 -0.500000 0.500000  ylo yhi
 -0.500000 0.500000  zlo zhi

# Pair Coeffs
#
# 1  AL
# 2  O

# Bond Coeffs
#
# 1  

 Masses

 1 26.981539 # AL
 2 15.999400 # O

 Atoms # full

275 5 2 0.000000 97.837997 1.043000 74.591003 # O HOH
276 1 1 0.000000 21.915001 13.135000 22.882999 # AL UNL
277 2 1 0.000000 27.381001 13.707000 23.400000 # AL UNL
278 3 2 0.000000 22.440001 12.663000 28.792999 # O HOH
279 4 2 0.000000 19.757999 13.441000 16.763000 # O HOH
280 5 2 0.000000 34.161999 14.717000 20.709999 # O HOH
281 1 1 0.000000 31.715000 11.267000 41.314999 # AL UNL
282 2 1 0.000000 28.367001 8.211000 44.464001 # AL UNL
283 3 2 0.000000 26.559000 12.135000 38.470001 # O HOH
284 4 2 0.000000 37.916000 11.300000 43.248001 # O HOH
285 5 2 0.000000 26.961000 3.760000 50.160000 # O HOH
286 1 1 0.000000 92.167000 8.010000 23.403999 # AL UNL
287 2 1 0.000000 87.353996 5.343000 22.955999 # AL UNL
288 3 2 0.000000 91.578003 6.016000 28.981001 # O HOH
289 4 2 0.000000 94.194000 10.817000 17.908001 # O HOH
290 5 2 0.000000 81.457001 3.023000 19.205000 # O HOH
291 1 1 0.000000 60.861000 9.246000 65.935997 # AL UNL
292 2 1 0.000000 56.438999 7.735000 62.997002 # AL UNL
293 3 2 0.000000 58.514999 5.204000 69.621002 # O HOH
294 4 2 0.000000 64.546997 13.775000 63.090000 # O HOH
295 5 2 0.000000 52.046001 8.077000 57.097000 # O HOH
296 1 1 0.000000 72.712997 4.886000 11.700000 # AL UNL
297 2 1 0.000000 69.426003 9.121000 13.019000 # AL UNL
298 3 2 0.000000 76.669998 8.476000 14.324000 # O HOH
299 4 2 0.000000 69.696999 0.002000 8.659000 # O HOH
300 5 2 0.000000 62.919998 12.564000 13.235000 # O HOH
301 1 1 0.000000 25.827999 8.622000 64.014999 # AL UNL
302 2 1 0.000000 30.884001 6.699000 65.111000 # AL UNL
303 3 2 0.000000 27.704000 7.463000 58.486000 # O HOH
304 4 2 0.000000 22.427999 10.365000 69.267998 # O HOH
305 5 2 0.000000 36.366001 4.867000 69.675003 # O HOH
306 1 1 0.000000 47.119999 10.095000 28.518999 # AL UNL
307 2 1 0.000000 45.348999 6.683000 32.480000 # AL UNL
308 3 2 0.000000 48.546001 13.289000 33.334999 # O HOH
309 4 2 0.000000 46.208000 7.886000 22.479000 # O HOH
310 5 2 0.000000 42.244999 0.448000 34.873001 # O HOH
311 1 1 0.000000 56.216000 7.015000 27.094999 # AL UNL
312 2 1 0.000000 60.264000 4.138000 24.684000 # AL UNL
313 3 2 0.000000 57.875000 3.565000 31.653000 # O HOH
314 4 2 0.000000 53.335999 11.354000 23.212000 # O HOH
315 5 2 0.000000 64.563004 2.373000 18.972000 # O HOH
316 1 1 0.000000 113.374001 4.982000 29.598000 # AL UNL
317 2 1 0.000000 108.511002 2.978000 31.274000 # AL UNL
