LAMMPS data file. CGCMM style. atom_style atomic generated by VMD/TopoTools v1.7 on Thu Dec 26 20:24:31 +0330 2019
 500 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 2 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.500000 0.500000  xlo xhi
 -0.500000 0.500000  ylo yhi
 -0.500000 0.500000  zlo zhi

# Pair Coeffs
#
# 1  AL
# 2  O

 Masses

 1 26.981539 # AL
 2 15.999400 # O

 Atoms # atomic

171 1 92.454002 10.391000 82.842003 # AL
172 1 88.051003 7.275000 84.014999 # AL
173 2 88.105003 14.294000 81.708000 # O
174 2 98.153999 7.380000 83.637001 # O
175 2 84.820000 1.021000 86.178001 # O
176 1 70.630997 4.992000 24.940001 # AL
177 1 69.885002 5.308000 19.480000 # AL
178 2 73.727997 0.214000 23.205999 # O
179 2 67.727997 9.721000 28.316999 # O
180 2 67.158997 8.433000 13.394000 # O
181 1 60.326000 13.047000 48.187000 # AL
182 1 65.570000 12.086000 49.619999 # AL
183 2 62.543999 11.400000 42.915001 # O
184 2 56.527000 14.995000 53.082001 # O
185 2 71.099998 11.779000 54.473999 # O
186 1 59.215000 9.409000 49.251999 # AL
187 1 54.818001 12.681000 49.904999 # AL
188 2 61.196999 12.926000 53.625999 # O
189 2 58.525002 4.885000 44.641998 # O
190 2 47.995998 14.920000 48.264000 # O
191 1 104.819000 3.765000 20.302000 # AL
192 1 109.857002 3.043000 22.438999 # AL
193 2 108.102997 4.211000 15.357000 # O
194 2 100.004997 3.531000 24.656000 # O
195 2 114.514999 1.853000 28.017000 # O
196 1 43.196999 8.171000 47.598999 # AL
197 1 47.716999 5.022000 47.236000 # AL
198 2 41.855999 3.988000 51.616001 # O
199 2 43.203999 13.330000 43.653000 # O
200 2 54.332001 3.322000 44.483002 # O
201 1 4.502000 8.496000 37.984001 # AL
202 1 4.423000 11.158000 33.148998 # AL
203 2 4.263000 3.855000 34.264999 # O
204 2 4.768000 12.389000 43.178001 # O
205 2 4.455000 17.242001 29.000000 # O
206 1 18.569000 15.363000 38.403000 # AL
207 1 20.888000 10.355000 38.259998 # AL
208 2 20.351999 15.220000 32.724998 # O
209 2 16.080000 16.997999 44.174999 # O
210 2 22.878000 3.951000 41.304001 # O
211 1 84.603996 10.064000 87.003998 # AL
212 1 87.794998 6.423000 89.655998 # AL
213 2 89.772003 13.017000 86.973000 # O
214 2 78.438004 8.167000 86.245003 # O
215 2 88.988998 0.028000 93.108002 # O
216 1 5.069000 16.066000 45.182999 # AL
217 1 5.872000 11.336000 47.914001 # AL
218 2 0.720000 16.466999 49.227001 # O
219 2 9.219000 17.070000 40.287998 # O
220 2 9.385000 4.983000 49.151001 # O
221 1 97.911003 12.355000 87.882004 # AL
222 1 95.346001 9.330000 84.042999 # AL
223 2 96.116997 7.767000 91.223000 # O
224 2 100.485001 17.886999 85.652000 # O
225 2 93.043999 8.019000 77.170998 # O
226 1 44.132999 14.173000 64.109001 # AL
227 1 46.889999 10.004000 61.764999 # AL
228 2 43.123001 15.377000 58.368000 # O
229 2 44.333000 14.199000 70.601997 # O
230 2 51.035000 3.921000 61.992001 # O
231 1 49.576000 14.566000 71.716003 # AL
232 1 45.945999 10.424000 72.099998 # AL
233 2 49.033001 14.224000 77.634003 # O
234 2 51.205002 16.143000 65.628998 # O
235 2 41.554001 5.255000 69.232002 # O
236 1 71.429001 13.434000 19.625999 # AL
237 1 76.775002 13.790000 20.952999 # AL
238 2 73.787003 14.109000 14.203000 # O
239 2 67.457001 12.647000 24.705000 # O
240 2 82.359001 13.868000 25.754999 # O
241 1 14.509000 3.231000 20.124001 # AL
242 1 16.426001 7.930000 17.952999 # AL
243 2 18.106001 4.999000 24.524000 # O
244 2 10.307000 0.047000 16.329000 # O
245 2 16.864000 13.011000 12.640000 # O
246 1 82.735001 6.839000 87.567001 # AL
247 1 78.517998 9.735000 89.640999 # AL
248 2 81.219002 3.321000 92.123001 # O
249 2 85.521004 9.527000 82.350998 # O
250 2 73.918999 15.485000 89.737000 # O
251 1 63.445000 4.966000 83.744003 # AL
252 1 60.646000 9.596000 84.838997 # AL
253 2 62.409000 6.871000 78.200996 # O
254 2 65.324997 1.665000 89.013000 # O
255 2 57.610001 14.510000 89.407997 # O
256 1 91.319000 7.741000 83.589996 # AL
257 1 92.071999 12.344000 80.638000 # AL
258 2 96.302002 9.781000 86.126999 # O
259 2 86.065002 4.311000 81.908997 # O
260 2 90.213997 17.146000 75.372002 # O
261 1 105.092003 13.394000 16.471001 # AL
262 1 103.625000 8.227000 17.740999 # AL
263 2 108.463997 10.390000 12.593000 # O
264 2 102.125999 17.966000 20.006001 # O
265 2 99.807999 3.242000 21.591000 # O
266 1 105.926003 6.104000 74.429001 # AL
267 1 101.880997 2.503000 73.360001 # AL
268 2 107.632004 1.585000 77.907997 # O
269 2 105.408997 11.737000 71.237000 # O
270 2 95.672997 0.409000 69.998001 # O
271 1 98.945999 13.451000 76.011002 # AL
272 1 99.894997 8.099000 75.046997 # AL
273 2 104.727997 13.672000 74.615997 # O
274 2 92.827003 14.821000 77.707001 # O
275 2 97.837997 1.043000 74.591003 # O
276 1 21.915001 13.135000 22.882999 # AL
277 1 27.381001 13.707000 23.400000 # AL
278 2 22.440001 12.663000 28.792999 # O
279 2 19.757999 13.441000 16.763000 # O
280 2 34.161999 14.717000 20.709999 # O
281 1 31.715000 11.267000 41.314999 # AL
282 1 28.367001 8.211000 44.464001 # AL
283 2 26.559000 12.135000 38.470001 # O
284 2 37.916000 11.300000 43.248001 # O
285 2 26.961000 3.760000 50.160000 # O
286 1 92.167000 8.010000 23.403999 # AL
287 1 87.353996 5.343000 22.955999 # AL
288 2 91.578003 6.016000 28.981001 # O
289 2 94.194000 10.817000 17.908001 # O
290 2 81.457001 3.023000 19.205000 # O
291 1 60.861000 9.246000 65.935997 # AL
292 1 56.438999 7.735000 62.997002 # AL
293 2 58.514999 5.204000 69.621002 # O
294 2 64.546997 13.775000 63.090000 # O
295 2 52.046001 8.077000 57.097000 # O
296 1 72.712997 4.886000 11.700000 # AL
297 1 69.426003 9.121000 13.019000 # AL
298 2 76.669998 8.476000 14.324000 # O
299 2 69.696999 0.002000 8.659000 # O
300 2 62.919998 12.564000 13.235000 # O
301 1 25.827999 8.622000 64.014999 # AL
302 1 30.884001 6.699000 65.111000 # AL
303 2 27.704000 7.463000 58.486000 # O
304 2 22.427999 10.365000 69.267998 # O
305 2 36.366001 4.867000 69.675003 # O
306 1 47.119999 10.095000 28.518999 # AL
307 1 45.348999 6.683000 32.480000 # AL
308 2 48.546001 13.289000 33.334999 # O
309 2 46.208000 7.886000 22.479000 # O
310 2 42.244999 0.448000 34.873001 # O
311 1 56.216000 7.015000 27.094999 # AL
312 1 60.264000 4.138000 24.684000 # AL
313 2 57.875000 3.565000 31.653000 # O
314 2 53.335999 11.354000 23.212000 # O
315 2 64.563004 2.373000 18.972000 # O
316 1 113.374001 4.982000 29.598000 # AL
317 1 108.511002 2.978000 31.274000 # AL
318 2 114.110001 5.309000 35.494999 # O
319 2 114.078003 5.250000 23.146000 # O
320 2 101.795998 0.196000 30.091999 # O
321 1 24.389000 2.330000 30.233999 # AL
322 1 26.823000 7.250000 29.648001 # AL
323 2 28.165001 1.085000 25.804001 # O
324 2 19.853001 2.122000 34.877998 # O
325 2 27.827000 14.330000 31.409000 # O
326 1 52.853001 10.177000 19.796000 # AL
327 1 50.551998 10.143000 14.779000 # AL
328 2 49.205002 14.852000 20.311001 # O
329 2 57.220001 5.468000 20.771000 # O
330 2 49.645000 7.442000 7.988000 # O
331 1 49.771999 9.286000 42.581001 # AL
332 1 51.221001 4.811000 39.689999 # AL
333 2 52.867001 6.344000 46.728001 # O
334 2 46.216999 13.586000 39.255001 # O
335 2 51.337002 0.689000 33.589001 # O
336 1 55.617001 1.174000 31.034000 # AL
337 1 59.021000 4.819000 28.667999 # AL
338 2 54.473000 0.070000 25.297001 # O
339 2 55.757999 1.202000 37.528000 # O
340 2 64.080002 10.166000 28.865999 # O
341 1 74.418999 6.337000 60.582001 # AL
342 1 78.430000 7.638000 64.143997 # AL
343 2 71.401001 9.912000 64.262001 # O
344 2 76.269997 2.341000 55.806999 # O
345 2 85.341003 7.290000 66.665001 # O
346 1 72.475998 8.846000 86.924004 # AL
347 1 67.907997 6.844000 84.556999 # AL
348 2 69.087997 8.043000 91.751999 # O
349 2 77.254997 10.253000 82.754997 # O
350 2 63.918999 4.708000 78.747002 # O
351 1 13.020000 7.055000 72.866997 # AL
352 1 10.550000 10.578000 69.407997 # AL
353 2 7.389000 5.184000 73.347000 # O
354 2 19.438000 7.894000 73.411003 # O
355 2 10.552000 16.204000 64.655998 # O
356 1 90.462997 5.722000 15.185000 # AL
357 1 90.865997 3.629000 20.278000 # AL
358 2 95.620003 2.791000 14.684000 # O
359 2 85.139000 9.302000 14.175000 # O
360 2 88.456001 2.585000 27.158001 # O
361 1 104.306000 9.363000 61.224998 # AL
362 1 107.945000 13.287000 59.868000 # AL
363 2 105.184998 11.837000 66.567001 # O
364 2 102.334999 5.699000 56.237000 # O
365 2 112.156998 16.962000 55.074001 # O
366 1 40.311001 6.954000 13.497000 # AL
367 1 35.341999 8.084000 11.375000 # AL
368 2 40.415001 12.899000 13.756000 # O
369 2 41.686001 0.616000 13.866000 # O
370 2 28.847000 6.168000 8.480000 # O
371 1 63.562000 9.508000 55.388000 # AL
372 1 58.334999 9.281000 57.148998 # AL
373 2 63.115002 14.857000 57.959999 # O
374 2 65.569000 4.176000 52.266998 # O
375 2 51.820000 5.946000 57.966999 # O
376 1 7.291000 8.874000 26.972000 # AL
377 1 9.961000 13.258000 29.003000 # AL
378 2 10.376000 10.518000 22.153000 # O
379 2 3.383000 5.910000 31.229000 # O
380 2 11.666000 18.000000 34.373001 # O
381 1 17.794001 11.509000 94.894997 # AL
382 1 17.448999 13.308000 89.686996 # AL
383 2 14.797000 16.580000 95.758003 # O
384 2 20.921000 5.857000 95.573997 # O
385 2 18.705999 12.755000 82.452003 # O
386 1 88.153999 6.874000 38.986000 # AL
387 1 89.386002 8.444000 33.839001 # AL
388 2 91.242996 2.118000 37.175999 # O
389 2 84.669998 11.207000 42.345001 # O
390 2 89.225998 13.180000 28.202000 # O
391 1 51.839001 11.940000 76.550003 # AL
392 1 48.382000 7.801000 75.367996 # AL
393 2 51.827000 9.091000 81.777000 # O
394 2 52.881001 16.047001 71.626999 # O
395 2 43.912998 4.061000 70.866997 # O
396 1 83.406998 9.193000 70.705002 # AL
397 1 83.299004 9.052000 65.186996 # AL
398 2 77.619003 8.123000 69.820999 # O
399 2 89.281998 10.316000 73.238998 # O
400 2 86.448997 9.478000 58.543999 # O
401 1 93.628998 15.938000 56.477001 # AL
402 1 95.498001 10.941000 55.058998 # AL
403 2 91.142998 15.404000 51.095001 # O
404 2 95.581001 17.965000 62.332001 # O
405 2 99.332001 4.774000 56.282001 # O
406 1 70.704002 6.291000 34.408001 # AL
407 1 74.974998 6.434000 37.903000 # AL
408 2 75.046997 4.414000 30.795000 # O
409 2 65.050003 8.144000 37.013000 # O
410 2 78.037003 7.685000 44.481998 # O
411 1 104.528000 11.991000 86.351997 # AL
412 1 105.824997 6.636000 86.016998 # AL
413 2 103.225998 10.977000 80.633003 # O
414 2 105.457001 14.610000 92.223000 # O
415 2 108.245003 0.277000 88.835999 # O
416 1 81.128998 2.445000 71.530998 # AL
417 1 77.964996 6.801000 72.750000 # AL
418 2 77.625999 0.032000 75.694000 # O
419 2 85.608002 3.583000 66.964996 # O
420 2 75.859001 13.813000 71.961998 # O
421 1 69.371002 10.207000 79.627998 # AL
422 1 65.810997 7.047000 76.832001 # AL
423 2 66.028999 8.202000 84.126999 # O
424 2 73.804001 13.171000 75.918999 # O
425 2 63.099998 4.094000 70.653999 # O
426 1 107.411003 3.574000 20.980000 # AL
427 1 112.209000 6.232000 20.362000 # AL
428 2 108.626999 4.828000 26.670000 # O
429 2 104.753998 1.517000 15.421000 # O
430 2 117.732002 8.961000 16.327000 # O
431 1 93.000999 6.082000 22.013000 # AL
432 1 89.318001 6.933000 26.035000 # AL
433 2 91.830002 11.850000 21.125000 # O
434 2 95.280998 0.007000 21.712000 # O
435 2 85.213997 4.757000 31.749001 # O
436 1 56.959000 7.611000 13.648000 # AL
437 1 61.771999 5.713000 11.723000 # AL
438 2 58.431000 12.071000 9.992000 # O
439 2 54.041000 3.674000 17.910999 # O
440 2 67.168999 0.719000 11.309000 # O
441 1 21.099001 6.786000 79.970001 # AL
442 1 24.448999 10.680000 81.991997 # AL
443 2 20.931999 10.706000 75.494003 # O
444 2 20.271999 1.669000 83.885002 # O
445 2 28.882000 13.494000 87.155998 # O
446 1 33.376999 13.199000 9.366000 # AL
447 1 28.999001 9.927000 8.590000 # AL
448 2 30.157000 16.643000 5.733000 # O
449 2 37.931999 10.697000 13.264000 # O
450 2 25.160000 3.733000 9.650000 # O
451 1 17.608000 4.173000 13.991000 # AL
452 1 17.275999 2.171000 8.857000 # AL
453 2 23.363001 3.066000 12.948000 # O
454 2 11.899000 5.886000 16.570999 # O
455 2 13.574000 0.208000 2.801000 # O
456 1 16.742001 9.987000 86.036003 # AL
457 1 15.773000 14.326000 82.764000 # AL
458 2 21.343000 13.452000 87.539001 # O
459 2 12.387000 5.199000 85.491997 # O
460 2 11.902000 17.976000 77.670998 # O
461 1 30.139999 11.141000 57.023998 # AL
462 1 25.288000 9.701000 54.819000 # AL
463 2 26.914000 10.488000 61.984001 # O
464 2 34.840000 12.227000 52.674000 # O
465 2 20.839001 8.208000 49.144001 # O
466 1 62.644001 13.206000 38.667999 # AL
467 1 59.939999 14.346000 33.992001 # AL
468 2 58.712002 17.184000 40.702999 # O
469 2 67.417999 8.851000 38.007000 # O
470 2 58.674000 13.560000 26.780001 # O
471 1 53.145000 7.434000 18.712999 # AL
472 1 50.842999 12.032000 16.707001 # AL
473 2 50.542000 9.512000 23.646000 # O
474 2 56.457001 3.967000 14.331000 # O
475 2 49.341000 16.806000 11.304000 # O
476 1 114.014000 8.543000 18.358999 # AL
477 1 113.905998 9.806000 23.732000 # AL
478 2 116.251999 3.520000 20.636999 # O
479 2 111.787003 13.238000 14.461000 # O
480 2 112.492996 14.296000 29.396000 # O
481 1 114.181000 13.933000 80.888000 # AL
482 1 113.320000 11.088000 85.540001 # AL
483 2 108.996002 16.306999 82.597000 # O
484 2 119.669998 12.385000 77.778999 # O
485 2 115.152000 6.054000 90.593002 # O
486 1 29.599001 8.531000 22.933001 # AL
487 1 27.860001 11.252000 27.410000 # AL
488 2 33.624001 12.914000 23.096001 # O
489 2 26.055000 3.298000 21.436001 # O
490 2 23.320000 12.284000 33.116001 # O
491 1 52.554001 3.988000 48.174999 # AL
492 1 49.605000 8.597000 47.442001 # AL
493 2 52.048000 3.949000 42.243999 # O
494 2 53.942001 2.656000 54.379002 # O
495 2 46.073002 14.588000 49.865002 # O
496 1 53.102001 7.690000 29.687000 # AL
497 1 57.513000 6.170000 32.636002 # AL
498 2 54.278999 2.441000 27.139000 # O
499 2 50.601002 13.441000 31.379999 # O
500 2 62.556999 7.185000 37.904999 # O

